From,To,TransportMode,TravelTime_hr,TravelCost_NPR
Mohare Danda,Saipal Base Camp,Bus,8.2,1774
Mohare Danda,Tsho Rolpa Lake,Flight,1.6,5993
Mohare Danda,Rupa Lake,Flight,1.9,6450
Mohare Danda,Bandipur,Taxi,4.4,2473
Mohare Danda,Dhorpatan Valley,Bus,8.3,2387
Mohare Danda,Kushma Cliff Bridge,Bus,4.7,1173
Mohare Danda,Naag Pokhari,Taxi,3.5,2075
Mohare Danda,Chitwan National Park,Bus,8.1,1918
Mohare Danda,Budhi Gandaki Valley,Bus,6.9,1949
Mohare Danda,Elephant Breeding Center,Bus,7.6,2215
Mohare Danda,Lwang Ghalel Village,Jeep,6.6,4209
Mohare Danda,Shree Antu Sunrise Point,Jeep,6.6,4567
Mohare Danda,Baundeshwor Cave,Bus,6.4,1708
Mohare Danda,Rupa Tal,Bus,9.0,2267
Mohare Danda,Kulekhani Reservoir,Jeep,8.2,4684
Mohare Danda,Chandragiri Hills,Bus,7.5,1614
Mohare Danda,Siddha Gufa,Bus,7.1,2125
Mohare Danda,Dattatreya Temple,Bus,7.5,2080
Mohare Danda,Aathbish Danda,Jeep,5.7,2486
Mohare Danda,Rangeli,Bus,8.8,2111
Mohare Danda,Kalinchowk,Flight,0.3,767
Mohare Danda,Panauti,Bus,10.0,2200
Mohare Danda,Patan Durbar Square,Jeep,6.2,2836
Mohare Danda,Lo Manthang,Bus,10.2,3058
Mohare Danda,Champadevi Hill,Flight,0.5,1279
Mohare Danda,Pulchowki Hill,Jeep,4.9,3238
Mohare Danda,Muktinath Temple,Bus,4.4,944
Mohare Danda,Manaslu Base Camp,Taxi,3.5,2726
Mohare Danda,Dharan Clock Tower,Taxi,7.0,4763
Mohare Danda,Tansen Bazaar,Taxi,3.7,2631
Mohare Danda,Syarpu Lake,Bus,9.0,2110
Mohare Danda,Ranighat Palace,Bus,8.2,2157
Mohare Danda,Siddhi Binayak,Jeep,7.6,4891
Mohare Danda,Deurali Gumba,Jeep,5.8,2707
Mohare Danda,Bageshwori Temple,Bus,4.4,1099
Mohare Danda,Resunga,Jeep,5.6,2520
Mohare Danda,Tamang Heritage Trail,Bus,7.4,1739
Mohare Danda,Taudaha Lake,Bus,4.4,896
Mohare Danda,Ram Mandir,Bus,6.1,1494
Mohare Danda,Bhaktapur Durbar Square,Bus,8.4,1957
Mohare Danda,Bardia National Park,Bus,5.7,1369
Mohare Danda,Bhairav Kunda,Jeep,3.7,1528
Mohare Danda,Gupteshwor Cave,Bus,4.6,1039
Mohare Danda,Bindhyabasini Temple,Taxi,2.8,1816
Mohare Danda,Dakshinkali Temple,Bus,7.7,1886
Mohare Danda,Bhojpur Bazaar,Bus,3.9,994
Mohare Danda,Khaptad National Park,Bus,3.9,848
Mohare Danda,Palung Valley,Jeep,5.8,2946
Mohare Danda,Sirubari,Bus,5.2,1193
Mohare Danda,Phulchowki Botanical Garden,Bus,6.2,1692
Mohare Danda,Numbur Cheese Circuit,Jeep,4.8,3199
Mohare Danda,Dhorpatan Hunting Reserve,Bus,7.5,1973
Mohare Danda,Charikot,Bus,4.7,1308
Mohare Danda,Siruwa Pokhari,Bus,6.2,1582
Mohare Danda,Tatopani Hot Spring,Bus,4.9,1213
Mohare Danda,Piple Hill,Bus,7.0,1424
Mohare Danda,Kali Gandaki Gorge,Bus,5.3,1276
Mohare Danda,Tilicho Lake,Bus,9.4,2549
Mohare Danda,Bhanbhane Pokhari,Flight,0.7,1520
Mohare Danda,Simbuwa Khola Valley,Bus,6.6,1687
Mohare Danda,Langtang National Park,Bus,6.7,1511
Mohare Danda,Kangchenjunga Base Camp,Flight,1.5,4240
Mohare Danda,Bhotekoshi Bungee Jump,Jeep,8.2,3554
Mohare Danda,Bhujung Village,Bus,5.3,1341
Mohare Danda,Manakamana Temple,Bus,9.0,2067
Mohare Danda,Sandakpur,Taxi,8.1,5162
Mohare Danda,Shuklaphanta National Park,Taxi,4.1,3153
Mohare Danda,Chobhar Gorge,Taxi,6.4,3866
Mohare Danda,Belbari Forest,Jeep,7.5,4841
Mohare Danda,Tengboche Monastery,Bus,8.6,2523
Mohare Danda,Namche Bazaar,Bus,7.3,1573
Mohare Danda,Ruru Kshetra,Jeep,4.0,2731
Mohare Danda,Chhahara Waterfall,Bus,4.1,913
Mohare Danda,Maya Devi Temple,Taxi,4.2,2501
Mohare Danda,Bhedetar View Tower,Bus,6.3,1563
Mohare Danda,Davis Falls,Taxi,7.8,5042
Mohare Danda,Salyan Khalanga,Taxi,6.6,3906
Mohare Danda,Hanuman Dhoka,Jeep,3.9,2525
Mohare Danda,Khandadevi Temple,Jeep,7.6,4480
Mohare Danda,Khopra Danda,Bus,4.6,1245
Mohare Danda,Garden of Dreams,Taxi,2.8,1759
Mohare Danda,Siddha Cave,Bus,10.0,2123
Mohare Danda,Kanyam Tea Garden,Jeep,5.6,2919
Mohare Danda,Kamalbari Lake,Flight,1.4,4797
Mohare Danda,Thakurdwara,Bus,7.9,1952
Mohare Danda,Phewa Lake,Taxi,6.9,3721
Mohare Danda,Kapilvastu Ruins,Taxi,7.1,3885
Mohare Danda,Ringmo Village,Jeep,6.6,4589
Mohare Danda,Nuwakot Trishuli Dam,Jeep,6.3,2530
Mohare Danda,Nepalgunj,Taxi,7.1,5056
Mohare Danda,Gahawa Mai Temple,Bus,9.9,2281
Mohare Danda,Namobuddha,Bus,7.8,1792
Mohare Danda,Panchakanya Hill,Bus,8.8,1798
Mohare Danda,Tsum Valley,Jeep,4.7,3285
Mohare Danda,Nagi Village,Jeep,5.3,3675
Mohare Danda,Pakuwal Lake,Bus,7.8,1610
Mohare Danda,Gaurishankar Conservation Area,Jeep,3.8,2477
Mohare Danda,Narchyang Waterfall,Bus,4.8,1332
Mohare Danda,Swargadwari,Bus,5.8,1362
Mohare Danda,Ramaroshan Wetland,Bus,4.8,1026
Mohare Danda,Gosaikunda,Taxi,5.2,3442
Mohare Danda,Rani Pokhari,Jeep,4.1,2494
Mohare Danda,Begnas Lake,Jeep,6.9,4539
Mohare Danda,Seti River Gorge,Flight,0.6,2290
Mohare Danda,Nagarjun Forest,Jeep,5.7,2340
Mohare Danda,Banskharka Orange Farm,Taxi,4.5,2530
Mohare Danda,Kharpunath,Flight,0.7,1494
Tribeni Dham,Tila River Valley,Taxi,3.8,2822
Tribeni Dham,Koshi Barrage,Bus,7.6,1585
Tribeni Dham,Chhimkeshwori Hill,Jeep,9.1,4496
Tribeni Dham,Arun Valley,Taxi,3.3,1883
Tribeni Dham,Chhimkeshwori,Taxi,6.9,3563
Tribeni Dham,Musikot,Taxi,3.4,2026
Tribeni Dham,Panchthar Tea Garden,Taxi,5.5,2937
Tribeni Dham,Mohare Danda,Jeep,3.7,2124
Tribeni Dham,Dhaulagiri Base Camp,Bus,5.9,1699
Tribeni Dham,Swayambhunath Stupa,Bus,4.7,1173
Tribeni Dham,Shivapuri Nagarjun National Park,Jeep,5.1,2578
Tribeni Dham,Chainpur Bazaar,Jeep,5.9,4081
Tribeni Dham,Lamjung Himal Base Camp,Bus,6.4,1822
Tribeni Dham,Jalbire Waterfall,Bus,6.4,1445
Tribeni Dham,Rani Mahal,Bus,5.3,1434
Tribeni Dham,Kakrebihar,Taxi,6.9,3977
Tribeni Dham,Silichho Peak,Bus,4.5,1214
Tribeni Dham,Khaireni Hill,Taxi,6.8,4862
Tribeni Dham,Panchase Hill,Bus,9.0,2367
Tribeni Dham,Jomsom,Jeep,5.4,2317
Tribeni Dham,Okhaldhunga Memorial Park,Bus,5.9,1190
Tribeni Dham,Baglung Kalika Temple,Bus,9.5,2582
Tribeni Dham,Maipokhari,Jeep,4.5,2475
Tribeni Dham,Ramdhuni Mandir,Bus,6.2,1691
Tribeni Dham,Bhedetar Zipline,Jeep,4.2,2727
Tribeni Dham,Thabang Village,Bus,6.0,1570
Tribeni Dham,Ridi Bazaar,Flight,0.4,1153
Tribeni Dham,Kagbeni,Jeep,6.0,3007
Tribeni Dham,Khaptad Baba Ashram,Bus,5.0,1215
Tribeni Dham,Simikot,Bus,4.5,920
Tribeni Dham,Rara Lake,Jeep,5.1,2738
Tribeni Dham,Badhaiya Tal,Jeep,6.5,3601
Tribeni Dham,Rishikesh Complex (Devghat),Bus,8.3,1843
Tribeni Dham,Ghodepani,Flight,1.4,4815
Tribeni Dham,Chandannath Temple,Taxi,8.1,4803
Tribeni Dham,Bishazari Tal,Taxi,4.1,2377
Tribeni Dham,Hanuman Temple,Jeep,5.8,3585
Tribeni Dham,International Mountain Museum,Bus,9.9,2912
Tribeni Dham,Madan Ashrit Memorial Park,Bus,6.5,1835
Tribeni Dham,Mahaboudha Temple,Taxi,7.8,5144
Tribeni Dham,Tindhare Waterfall,Bus,9.7,2023
Tribeni Dham,Rolpa Martyrs Trail,Jeep,5.4,3155
Tribeni Dham,Bajura Budhinanda Lake,Bus,7.7,2016
Tribeni Dham,Tallo Dungeshwor,Bus,7.3,1493
Tribeni Dham,Tharu Village,Jeep,7.6,4035
Tribeni Dham,Patal Bhuvaneshwor Cave,Jeep,4.5,2605
Tribeni Dham,Everest Base Camp,Jeep,3.1,1503
Tribeni Dham,Ghale Gaun,Flight,1.2,3025
Tribeni Dham,Sarangkot,Bus,4.5,1256
Tribeni Dham,Dudh Kunda,Taxi,5.9,3980
Tribeni Dham,Chhanwa Gumba,Taxi,5.8,4426
Tribeni Dham,Nuwakot Palace Complex,Taxi,6.9,3692
Tribeni Dham,Hiranya Varna Mahavihar,Bus,9.2,2379
Tribeni Dham,Sailung,Jeep,5.0,2660
Tribeni Dham,Jaleshwor Mahadev Temple,Taxi,5.5,4181
Tribeni Dham,Pakhure Pokhari,Bus,8.6,1739
Tribeni Dham,Janaki Mandir,Bus,6.0,1370
Tribeni Dham,Ghodaghodi Lake,Jeep,6.2,3039
Tribeni Dham,Maula Kalika Temple,Bus,6.8,1616
Tribeni Dham,Laprak,Bus,6.7,1509
Tribeni Dham,Simraungadh Ruins,Jeep,4.4,1831
Tribeni Dham,Panch Pokhari,Jeep,7.2,4436
Tribeni Dham,Pathibhara Devi Temple,Taxi,7.6,6070
Tribeni Dham,Dodhara Chandani Bridge,Bus,8.4,2206
Tribeni Dham,Baraha Kshetra,Flight,1.1,3300
Tribeni Dham,Baraha Pokhari,Bus,5.8,1518
Tribeni Dham,Sisne Himal,Bus,4.6,1177
Tribeni Dham,Gokyo Lakes,Bus,7.1,1921
Tribeni Dham,Daunne Hill,Bus,8.2,1806
Tribeni Dham,Birgunj Clock Tower,Bus,7.7,2271
Tribeni Dham,Shey Phoksundo Lake,Flight,1.0,3948
Tribeni Dham,Gorkha Durbar,Taxi,5.4,3171
Tribeni Dham,Temke Dada,Flight,1.5,3768
Tribeni Dham,Bhimsen Temple,Jeep,6.6,4429
Tribeni Dham,Guerrilla Trek,Bus,9.2,2698
Tribeni Dham,Bungamati Village,Taxi,3.2,2536
Tribeni Dham,Poon Hill,Bus,6.0,1423
Tribeni Dham,Chamunda Temple,Taxi,4.8,2617
Tribeni Dham,Sitalpati Market,Taxi,5.3,3756
Tribeni Dham,Ashoka Pillar,Bus,6.7,1628
Tribeni Dham,World Peace Pagoda,Bus,7.6,2215
Tribeni Dham,Kapuche Glacier Lake,Bus,10.0,2275
Tribeni Dham,Tatopani,Bus,6.1,1677
Tribeni Dham,Boudhanath Stupa,Bus,5.5,1520
Tribeni Dham,Rukumkot,Jeep,7.8,4528
Tribeni Dham,Makalu Base Camp,Taxi,5.8,3924
Tribeni Dham,Hetauda Martyrs Park,Bus,4.7,1370
Tribeni Dham,Balmiki Ashram,Flight,1.9,6405
Tribeni Dham,Salpa Pokhari,Jeep,4.0,1752
Tribeni Dham,Chhintang,Bus,8.3,2369
Tribeni Dham,Bhairahawa Buddha Park,Taxi,4.9,2724
Tribeni Dham,Barpak,Bus,3.8,1016
Tribeni Dham,Gorkha Museum,Taxi,5.7,4352
Tribeni Dham,Dhulikhel View Tower,Bus,6.7,1647
Tribeni Dham,Pashupatinath Temple,Flight,1.0,3589
Tribeni Dham,Api Base Camp,Bus,8.5,1739
Tribeni Dham,Trishuli River View,Bus,8.6,2440
Tribeni Dham,Soti Khola,Bus,7.0,1915
Tribeni Dham,Bindabasini Temple (Bandipur),Bus,7.2,1949
Tribeni Dham,Sailung Danda,Taxi,2.8,2195
Tribeni Dham,Chepang Hill Trail,Taxi,4.3,2879
Tribeni Dham,Mallaj,Bus,9.9,2538
Tribeni Dham,Barpak Village,Bus,4.7,1209
Tribeni Dham,Lete,Jeep,7.2,4808
Tribeni Dham,Sundarijal,Flight,1.5,3704
Tribeni Dham,Triveni Dham,Bus,7.8,1997
Tribeni Dham,Koshi Tappu Wildlife Reserve,Jeep,7.5,4065
Tribeni Dham,Nyatapola Temple,Bus,5.4,1211
Tribeni Dham,Antu Danda,Flight,1.4,4485
Tribeni Dham,Khokana,Bus,7.8,1998
Tribeni Dham,Badimalika Temple,Taxi,7.5,4573
Tribeni Dham,Diktel Bazaar,Bus,4.9,1454
Tribeni Dham,Bhairabi Temple,Bus,6.4,1366
Tribeni Dham,Lumbini - Birthplace of Buddha,Bus,6.4,1484
Tribeni Dham,Saipal Base Camp,Jeep,5.4,2359
Tribeni Dham,Tsho Rolpa Lake,Jeep,6.0,4080
Tribeni Dham,Rupa Lake,Bus,6.6,1823
Tribeni Dham,Bandipur,Flight,1.2,3514
Tribeni Dham,Dhorpatan Valley,Bus,7.1,1895
Tribeni Dham,Kushma Cliff Bridge,Bus,4.4,1277
Tribeni Dham,Naag Pokhari,Bus,8.1,2425
Tribeni Dham,Chitwan National Park,Taxi,4.4,2627
Tribeni Dham,Budhi Gandaki Valley,Bus,4.8,1095
Tribeni Dham,Elephant Breeding Center,Taxi,6.2,3586
Tribeni Dham,Lwang Ghalel Village,Bus,5.3,1221
Tribeni Dham,Shree Antu Sunrise Point,Bus,7.0,1567
Tribeni Dham,Baundeshwor Cave,Bus,9.3,2698
Tribeni Dham,Rupa Tal,Jeep,2.6,1387
Tribeni Dham,Kulekhani Reservoir,Bus,7.7,2262
Tribeni Dham,Chandragiri Hills,Bus,9.5,2618
Tribeni Dham,Siddha Gufa,Flight,1.3,4931
Tribeni Dham,Dattatreya Temple,Jeep,6.0,2521
Tribeni Dham,Aathbish Danda,Taxi,5.9,3217
Tribeni Dham,Rangeli,Bus,5.0,1401
Tribeni Dham,Kalinchowk,Bus,9.3,1937
Tribeni Dham,Panauti,Jeep,8.0,4227
Tribeni Dham,Patan Durbar Square,Bus,5.6,1276
Tribeni Dham,Lo Manthang,Flight,1.2,2546
Tribeni Dham,Champadevi Hill,Taxi,7.0,4265
Tribeni Dham,Pulchowki Hill,Jeep,7.4,4993
Tribeni Dham,Muktinath Temple,Jeep,8.2,3731
Tribeni Dham,Manaslu Base Camp,Bus,6.4,1593
Tribeni Dham,Dharan Clock Tower,Taxi,6.4,4534
Tribeni Dham,Tansen Bazaar,Jeep,4.6,1939
Tribeni Dham,Syarpu Lake,Bus,5.3,1306
Tribeni Dham,Ranighat Palace,Taxi,7.4,5110
Tribeni Dham,Siddhi Binayak,Bus,7.5,1961
Tribeni Dham,Deurali Gumba,Taxi,5.0,3622
Tribeni Dham,Bageshwori Temple,Jeep,4.7,3172
Tribeni Dham,Resunga,Jeep,8.5,5361
Tribeni Dham,Tamang Heritage Trail,Taxi,8.3,4363
Tribeni Dham,Taudaha Lake,Bus,9.6,2136
Tribeni Dham,Ram Mandir,Jeep,7.7,4034
Tribeni Dham,Bhaktapur Durbar Square,Bus,7.0,1594
Tribeni Dham,Bardia National Park,Bus,3.7,1096
Tribeni Dham,Bhairav Kunda,Bus,6.8,1578
Tribeni Dham,Gupteshwor Cave,Taxi,6.8,4520
Tribeni Dham,Bindhyabasini Temple,Taxi,3.5,2131
Tribeni Dham,Dakshinkali Temple,Bus,9.1,2265
Tribeni Dham,Bhojpur Bazaar,Taxi,6.0,3008
Tribeni Dham,Khaptad National Park,Flight,1.0,3008
Tribeni Dham,Palung Valley,Bus,5.4,1129
Tribeni Dham,Sirubari,Taxi,3.8,2220
Tribeni Dham,Phulchowki Botanical Garden,Bus,7.5,1740
Tribeni Dham,Numbur Cheese Circuit,Bus,6.8,2000
Tribeni Dham,Dhorpatan Hunting Reserve,Taxi,5.5,4082
Tribeni Dham,Charikot,Taxi,3.1,1736
Tribeni Dham,Siruwa Pokhari,Bus,5.2,1167
Tribeni Dham,Tatopani Hot Spring,Taxi,8.1,5827
Tribeni Dham,Piple Hill,Taxi,5.4,4168
Tribeni Dham,Kali Gandaki Gorge,Jeep,9.2,5104
Tribeni Dham,Tilicho Lake,Taxi,5.1,3110
Tribeni Dham,Bhanbhane Pokhari,Bus,5.1,1085
Tribeni Dham,Simbuwa Khola Valley,Bus,9.3,2601
Tribeni Dham,Langtang National Park,Bus,8.8,1908
Tribeni Dham,Kangchenjunga Base Camp,Flight,1.2,3520
Tribeni Dham,Bhotekoshi Bungee Jump,Taxi,4.3,2539
Tribeni Dham,Bhujung Village,Bus,10.1,2152
Tribeni Dham,Manakamana Temple,Jeep,8.3,4410
Tribeni Dham,Sandakpur,Jeep,5.7,3543
Tribeni Dham,Shuklaphanta National Park,Jeep,5.1,3495
Tribeni Dham,Chobhar Gorge,Flight,0.9,2800
Tribeni Dham,Belbari Forest,Bus,8.5,2467
Tribeni Dham,Tengboche Monastery,Jeep,3.8,2231
Tribeni Dham,Namche Bazaar,Taxi,3.8,2344
Tribeni Dham,Ruru Kshetra,Bus,6.1,1464
Tribeni Dham,Chhahara Waterfall,Jeep,6.0,3467
Tribeni Dham,Maya Devi Temple,Bus,6.7,1564
Tribeni Dham,Bhedetar View Tower,Flight,1.2,4202
Tribeni Dham,Davis Falls,Bus,9.6,2574
Tribeni Dham,Salyan Khalanga,Jeep,3.6,2315
Tribeni Dham,Hanuman Dhoka,Bus,6.6,1519
Tribeni Dham,Khandadevi Temple,Flight,1.1,3685
Tribeni Dham,Khopra Danda,Flight,1.2,2956
Tribeni Dham,Garden of Dreams,Bus,9.2,2309
Tribeni Dham,Siddha Cave,Bus,8.0,1747
Tribeni Dham,Kanyam Tea Garden,Flight,1.1,3854
Tribeni Dham,Kamalbari Lake,Flight,1.2,4161
Tribeni Dham,Thakurdwara,Bus,8.2,1947
Tribeni Dham,Phewa Lake,Jeep,8.1,3665
Tribeni Dham,Kapilvastu Ruins,Bus,5.1,1097
Tribeni Dham,Ringmo Village,Flight,1.1,2399
Tribeni Dham,Nuwakot Trishuli Dam,Taxi,3.4,1830
Tribeni Dham,Nepalgunj,Jeep,6.3,2668
Tribeni Dham,Gahawa Mai Temple,Bus,5.2,1406
Tribeni Dham,Namobuddha,Jeep,3.9,2270
Tribeni Dham,Panchakanya Hill,Flight,0.5,1282
Tribeni Dham,Tsum Valley,Flight,1.4,3209
Tribeni Dham,Nagi Village,Bus,6.7,1647
Tribeni Dham,Pakuwal Lake,Bus,6.7,1492
Tribeni Dham,Gaurishankar Conservation Area,Bus,8.4,1933
Tribeni Dham,Narchyang Waterfall,Bus,7.2,1933
Tribeni Dham,Swargadwari,Bus,6.2,1742
Tribeni Dham,Ramaroshan Wetland,Flight,1.0,2050
Tribeni Dham,Gosaikunda,Bus,5.0,1263
Tribeni Dham,Rani Pokhari,Jeep,4.8,2524
Tribeni Dham,Begnas Lake,Taxi,6.6,3386
Tribeni Dham,Seti River Gorge,Bus,4.1,1026
Tribeni Dham,Nagarjun Forest,Taxi,7.5,3985
Tribeni Dham,Banskharka Orange Farm,Jeep,6.6,2947
Tribeni Dham,Kharpunath,Jeep,4.8,2678
Dhaulagiri Base Camp,Tila River Valley,Bus,8.5,1733
Dhaulagiri Base Camp,Koshi Barrage,Taxi,6.2,3334
Dhaulagiri Base Camp,Chhimkeshwori Hill,Taxi,6.6,3468
Dhaulagiri Base Camp,Arun Valley,Jeep,8.3,4063
Dhaulagiri Base Camp,Chhimkeshwori,Flight,1.1,3350
Dhaulagiri Base Camp,Musikot,Bus,7.5,1504
Dhaulagiri Base Camp,Panchthar Tea Garden,Bus,7.5,1633
Dhaulagiri Base Camp,Mohare Danda,Bus,7.7,2055
Dhaulagiri Base Camp,Tribeni Dham,Flight,1.2,3965
Dhaulagiri Base Camp,Swayambhunath Stupa,Jeep,5.9,3972
Dhaulagiri Base Camp,Shivapuri Nagarjun National Park,Bus,6.2,1813
Dhaulagiri Base Camp,Chainpur Bazaar,Bus,7.1,2023
Dhaulagiri Base Camp,Lamjung Himal Base Camp,Jeep,4.1,2013
Dhaulagiri Base Camp,Jalbire Waterfall,Taxi,7.3,3704
Dhaulagiri Base Camp,Rani Mahal,Bus,9.1,2482
Dhaulagiri Base Camp,Kakrebihar,Bus,9.6,2036
Dhaulagiri Base Camp,Silichho Peak,Bus,7.6,2229
Dhaulagiri Base Camp,Khaireni Hill,Taxi,7.7,5313
Dhaulagiri Base Camp,Panchase Hill,Bus,4.1,1193
Dhaulagiri Base Camp,Jomsom,Flight,0.8,1664
Dhaulagiri Base Camp,Okhaldhunga Memorial Park,Bus,6.7,1856
Dhaulagiri Base Camp,Baglung Kalika Temple,Bus,8.8,2366
Dhaulagiri Base Camp,Maipokhari,Bus,10.4,2541
Dhaulagiri Base Camp,Ramdhuni Mandir,Flight,1.4,4738
Dhaulagiri Base Camp,Bhedetar Zipline,Taxi,4.5,2970
Dhaulagiri Base Camp,Thabang Village,Taxi,3.1,1914
Dhaulagiri Base Camp,Ridi Bazaar,Bus,9.6,2118
Dhaulagiri Base Camp,Kagbeni,Jeep,7.4,3227
Dhaulagiri Base Camp,Khaptad Baba Ashram,Bus,5.6,1530
Dhaulagiri Base Camp,Simikot,Taxi,3.2,1989
Dhaulagiri Base Camp,Rara Lake,Bus,7.4,1532
Dhaulagiri Base Camp,Badhaiya Tal,Bus,5.1,1098
Dhaulagiri Base Camp,Rishikesh Complex (Devghat),Flight,0.8,1647
Dhaulagiri Base Camp,Ghodepani,Bus,6.5,1823
Dhaulagiri Base Camp,Chandannath Temple,Taxi,4.5,2460
Dhaulagiri Base Camp,Bishazari Tal,Taxi,7.2,4955
Dhaulagiri Base Camp,Hanuman Temple,Bus,6.8,1678
Dhaulagiri Base Camp,International Mountain Museum,Bus,7.5,1889
Dhaulagiri Base Camp,Madan Ashrit Memorial Park,Bus,6.9,1777
Dhaulagiri Base Camp,Mahaboudha Temple,Bus,8.8,2062
Dhaulagiri Base Camp,Tindhare Waterfall,Flight,0.6,1750
Dhaulagiri Base Camp,Rolpa Martyrs Trail,Jeep,7.0,4697
Dhaulagiri Base Camp,Bajura Budhinanda Lake,Taxi,6.3,3381
Dhaulagiri Base Camp,Tallo Dungeshwor,Bus,4.3,1039
Dhaulagiri Base Camp,Tharu Village,Bus,5.0,1138
Dhaulagiri Base Camp,Patal Bhuvaneshwor Cave,Jeep,7.4,4639
Dhaulagiri Base Camp,Everest Base Camp,Taxi,7.4,5012
Dhaulagiri Base Camp,Ghale Gaun,Bus,8.7,2082
Dhaulagiri Base Camp,Sarangkot,Taxi,3.8,2297
Dhaulagiri Base Camp,Dudh Kunda,Bus,4.6,945
Dhaulagiri Base Camp,Chhanwa Gumba,Bus,5.2,1467
Dhaulagiri Base Camp,Nuwakot Palace Complex,Bus,6.0,1454
Dhaulagiri Base Camp,Hiranya Varna Mahavihar,Bus,8.1,2309
Dhaulagiri Base Camp,Sailung,Bus,4.5,1057
Dhaulagiri Base Camp,Jaleshwor Mahadev Temple,Bus,5.3,1467
Dhaulagiri Base Camp,Pakhure Pokhari,Flight,1.1,2501
Dhaulagiri Base Camp,Janaki Mandir,Bus,4.8,1038
Dhaulagiri Base Camp,Ghodaghodi Lake,Jeep,7.8,4302
Dhaulagiri Base Camp,Maula Kalika Temple,Bus,8.1,1678
Dhaulagiri Base Camp,Laprak,Bus,8.9,2419
Dhaulagiri Base Camp,Simraungadh Ruins,Bus,8.9,2587
Dhaulagiri Base Camp,Panch Pokhari,Taxi,6.8,3466
Dhaulagiri Base Camp,Pathibhara Devi Temple,Jeep,7.5,3533
Dhaulagiri Base Camp,Dodhara Chandani Bridge,Flight,0.9,3228
Dhaulagiri Base Camp,Baraha Kshetra,Bus,6.0,1602
Dhaulagiri Base Camp,Baraha Pokhari,Flight,1.3,4753
Dhaulagiri Base Camp,Sisne Himal,Jeep,7.6,3486
Dhaulagiri Base Camp,Gokyo Lakes,Bus,6.8,2011
Dhaulagiri Base Camp,Daunne Hill,Flight,0.9,2508
Dhaulagiri Base Camp,Birgunj Clock Tower,Jeep,9.0,3949
Dhaulagiri Base Camp,Shey Phoksundo Lake,Bus,9.3,2711
Dhaulagiri Base Camp,Gorkha Durbar,Bus,10.0,2615
Dhaulagiri Base Camp,Temke Dada,Bus,6.1,1760
Dhaulagiri Base Camp,Bhimsen Temple,Bus,9.4,2454
Dhaulagiri Base Camp,Guerrilla Trek,Bus,8.8,2413
Dhaulagiri Base Camp,Bungamati Village,Flight,1.2,3084
Dhaulagiri Base Camp,Poon Hill,Taxi,6.5,3806
Dhaulagiri Base Camp,Chamunda Temple,Jeep,5.3,2531
Dhaulagiri Base Camp,Sitalpati Market,Bus,9.0,2671
Dhaulagiri Base Camp,Ashoka Pillar,Flight,0.8,2075
Dhaulagiri Base Camp,World Peace Pagoda,Jeep,7.0,4725
Dhaulagiri Base Camp,Kapuche Glacier Lake,Bus,7.8,2289
Dhaulagiri Base Camp,Tatopani,Flight,1.2,4038
Dhaulagiri Base Camp,Boudhanath Stupa,Taxi,3.3,2504
Dhaulagiri Base Camp,Rukumkot,Jeep,6.1,3717
Dhaulagiri Base Camp,Makalu Base Camp,Bus,6.2,1253
Dhaulagiri Base Camp,Hetauda Martyrs Park,Bus,6.4,1752
Dhaulagiri Base Camp,Balmiki Ashram,Bus,9.1,2633
Dhaulagiri Base Camp,Salpa Pokhari,Bus,4.8,1287
Dhaulagiri Base Camp,Chhintang,Flight,0.3,663
Dhaulagiri Base Camp,Bhairahawa Buddha Park,Taxi,7.5,5709
Dhaulagiri Base Camp,Barpak,Jeep,8.8,4214
Dhaulagiri Base Camp,Gorkha Museum,Bus,8.3,2320
Dhaulagiri Base Camp,Dhulikhel View Tower,Jeep,5.3,3379
Dhaulagiri Base Camp,Pashupatinath Temple,Flight,1.1,3963
Dhaulagiri Base Camp,Api Base Camp,Jeep,5.1,3453
Dhaulagiri Base Camp,Trishuli River View,Bus,8.0,2320
Dhaulagiri Base Camp,Soti Khola,Jeep,7.2,3276
Dhaulagiri Base Camp,Bindabasini Temple (Bandipur),Bus,6.2,1550
Dhaulagiri Base Camp,Sailung Danda,Flight,0.9,3018
Dhaulagiri Base Camp,Chepang Hill Trail,Taxi,5.2,3411
Dhaulagiri Base Camp,Mallaj,Bus,8.3,2046
Dhaulagiri Base Camp,Barpak Village,Taxi,3.2,1882
Dhaulagiri Base Camp,Lete,Jeep,4.9,2017
Dhaulagiri Base Camp,Sundarijal,Jeep,4.8,3240
Dhaulagiri Base Camp,Triveni Dham,Bus,9.9,2698
Dhaulagiri Base Camp,Koshi Tappu Wildlife Reserve,Bus,8.2,2457
Dhaulagiri Base Camp,Nyatapola Temple,Taxi,7.8,4623
Dhaulagiri Base Camp,Antu Danda,Bus,5.3,1381
Dhaulagiri Base Camp,Khokana,Taxi,4.2,3103
Dhaulagiri Base Camp,Badimalika Temple,Taxi,6.3,3335
Dhaulagiri Base Camp,Diktel Bazaar,Jeep,4.9,2116
Dhaulagiri Base Camp,Bhairabi Temple,Bus,6.3,1838
Dhaulagiri Base Camp,Lumbini - Birthplace of Buddha,Jeep,4.0,2664
Dhaulagiri Base Camp,Saipal Base Camp,Bus,8.7,2489
Dhaulagiri Base Camp,Tsho Rolpa Lake,Bus,6.8,1686
Dhaulagiri Base Camp,Rupa Lake,Bus,5.0,1279
